"","business_name","financial_year_of_offer","total_investment_includes_investment_ni_assistance","jobs_to_be_created_assisted","country_of_ownership","SIC_sector"
"7946","The Smartlittlelunch Co. Ltd","2018-19","1,506",1,"Northern Ireland","MANUFAC"
"7947","Sector 3 Management Solutions LLP","2018-19","178,000",5,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"7948","Taste and Tour One Limited","2018-19","23,600",1,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"7949","Wafer","2018-19","411,340",4,"Northern Ireland","MANUFAC"
"7950","Dyadey","2018-19","19,988",1,"Northern Ireland","INFO&COMMU"
"7951","Armagh Cider Company Ltd","2018-19","24,900",1,"Northern Ireland","MANUFAC"
"7952","Carrageen Rose Skincare","2018-19","6,780",1,"Northern Ireland","MANUFAC"
"7953","R.A. Irwin & Company Limited","2018-19","64,950",1,"Northern Ireland","MANUFAC"
"7954","Dyadey","2018-19","19,890",1,"Northern Ireland","INFO&COMMU"
"7955","Boyce Precision Engineering Ltd","2018-19","2,915,000",28,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"7956","Target Dry Limited","2018-19","74,925",1,"Northern Ireland","MANUFAC"
"7957","Carpet Tile Solutions Limited","2018-19","12,150",1,"Northern Ireland","MANUFAC"
"7958","P McVey Mobile Buildings","2018-19","154,144",4,"Northern Ireland","CONST"
"7959","Rademon Estate Distillery Limited","2018-19","13,235",1,"Northern Ireland","MANUFAC"
"7960","The Lightyear Corporation Ltd","2018-19","410,000",7,"Australia","INFO&COMMU"
"7961","A.Farlow (Engineering) Ltd","2018-19","137,424",1,"Northern Ireland","MANUFAC"
"7962","Rebel Spirits Ltd","2018-19","334,000",5,"Northern Ireland","MANUFAC"
"7963","Able Gas","2018-19","1,350",1,"Northern Ireland","MANUFAC"
"7964","Diamond Systems","2018-19","18,510",1,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"7965","Kaizen Print & Kaizen Brand Evolution","2018-19","58,760",1,"Northern Ireland","INFO&COMMU"
"7966","Sixteen South Ltd","2018-19","100,000",3,"Northern Ireland","INFO&COMMU"
"7967","Eyespyfx Limited","2018-19","19,475",1,"Northern Ireland","INFO&COMMU"
"7968","Advance Machinery Installation Ltd","2018-19","488,000",8,"Northern Ireland","OTHERSERVICE"
"7969","Pitchbooking","2018-19","1,820",1,"Northern Ireland","INFO&COMMU"
"7970","Perspective Economics Limited","2018-19","48,000",2,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"7971","Pharmacy Supplies Limited","2018-19","92,263",1,"Northern Ireland","WHOLESALE&RETAIL"
"7972","Screencore Ltd","2018-19","125,000",2,"Northern Ireland","MANUFAC"
"7973","Suki Teahouse Limited","2018-19","5,100",1,"Northern Ireland","MANUFAC"
"7974","Ardboe Coldstore Limited ","2018-19","75,290",1,"Northern Ireland","TRANSPORT&STORAGE"
"7975","Eliza Grace Limited","2018-19","4,550",1,"Northern Ireland","MANUFAC"
"7976","Artificialdev Limited","2018-19","15,500",1,"Northern Ireland","INFO&COMMU"
"7977","PickaShift","2018-19","15,000",1,"Northern Ireland","INFO&COMMU"
"7978","AuditComply","2018-19","45,000",1,"Northern Ireland","INFO&COMMU"
"7979","Datactics Limited","2018-19","30,000",1,"Great Britain","INFO&COMMU"
"7980","OBBI Solutions Ltd","2018-19","256,500",4,"Northern Ireland","INFO&COMMU"
"7981","Heatboss","2018-19","16,755",1,"Northern Ireland","MANUFAC"
"7982","Axon Financial Systems Limited","2018-19","210,000",7,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"7983","Silverwood Enterprise Limited ","2018-19","430,000",6,"Northern Ireland","MANUFAC"
"7984","Phion Therapeutics Ltd","2018-19","556,000",6,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"7985","Export Technologies Ltd","2018-19","800,000",13,"Northern Ireland","INFO&COMMU"
"7986","Mourne Timber Solutions Limited","2018-19","3,676",1,"Northern Ireland","AGRI&FORESTRY&FISHING"
"7987","Conscience Clear Tan Limited","2018-19","8,750",1,"Northern Ireland","OTHERSERVICE"
"7988","M Donnelly Electrical Ltd","2018-19","30,000",1,"Northern Ireland","CONST"
"7989","Exact CNC (NI) Ltd","2018-19","413,308",1,"Northern Ireland","MANUFAC"
"7990","Asbestos Control Services","2018-19","15,458",1,"Northern Ireland","OTHERSERVICE"
"7991","Weld-Tech Engineering Services Limited","2018-19","4,800",1,"Northern Ireland","MANUFAC"
"7992","ALT Animation Ltd","2018-19","204,000",5,"Northern Ireland","INFO&COMMU"
"7993","Full Potential Management Solutions Limited","2018-19","7,000",1,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"7994","Gormleys Auctions Ltd","2018-19","20,460",1,"Northern Ireland","WHOLESALE&RETAIL"
"7995","Taylor and Boyd LLP","2018-19","13,952",1,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"7996","Moment Health App","2018-19","20,400",1,"Northern Ireland","INFO&COMMU"
"7997","Bluesona Limited","2018-19","8,250",1,"Northern Ireland","MANUFAC"
"7998","Hempful Ltd","2018-19","1,910",1,"Northern Ireland","MANUFAC"
"7999","Causeway Aero Group Limited","2018-19","6,210",1,"Northern Ireland","MANUFAC"
"8000","Screenspares Direct Ltd  ","2018-19","16,000",1,"Northern Ireland","MANUFAC"
"8001","Hastings Hotels Group Ltd","2018-19","124,500",1,"Northern Ireland","ACCOMODATION&FOODSERVICE"
"8002","Olenick Global Ltd","2018-19","117,080",1,"United States Of America","INFO&COMMU"
"8003","Car Seat Covers Direct Limited","2018-19","237,500",6,"Northern Ireland","MANUFAC"
"8004","Macpac Refuse Bodies Ltd","2018-19","542,780",9,"Northern Ireland","MANUFAC"
"8005","T.S. Foods Limited","2018-19","2,385",1,"Northern Ireland","MANUFAC"
"8006","Ad-vance Engineering","2018-19","420,000",6,"Northern Ireland","MANUFAC"
"8007","Roxborough Plant & Construction Ltd","2018-19","301,000",7,"Northern Ireland","CONST"
"8008","Eglantine Farm Produce","2018-19","421,000",4,"Northern Ireland","MANUFAC"
"8009","Seopa Ltd","2018-19","22,581",1,"Northern Ireland","FINANCIAL&INSURANCE"
"8010","ISDM Solutions Limited","2018-19","360,401",7,"Northern Ireland","INFO&COMMU"
"8011","Northway Mushrooms Ltd","2018-19","10,986",1,"Northern Ireland","MANUFAC"
"8012","EAA Solutions Limited ","2018-19","21,500",1,"Northern Ireland","INFO&COMMU"
"8013","EAA Solutions Limited ","2018-19","17,500",1,"Northern Ireland","INFO&COMMU"
"8014","Birnie & Associates Consulting Ltd","2018-19","135,500",3,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"8015","Matthew D'Arcy & Company Limited","2018-19","28,000",1,"Northern Ireland","MANUFAC"
"8016","Savvy & Shine Ltd","2018-19","4,480",1,"Northern Ireland","OTHERSERVICE"
"8017","Unissu Ltd","2018-19","1,168,000",21,"Great Britain","INFO&COMMU"
"8018","Easability Showers Limited","2018-19","565,472",6,"Northern Ireland","MANUFAC"
"8019","PGY Group Limited","2018-19","19,254",1,"Northern Ireland","INFO&COMMU"
"8020","Merrywood Business Furniture Ltd","2018-19","23,896",1,"Northern Ireland","MANUFAC"
"8021","Finlay Foods","2018-19","15,000",1,"Northern Ireland","MANUFAC"
"8022","Design Electrical","2018-19","3,720",1,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"8023","GWA Supplies Limited","2018-19","45,500",3,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"8024","B.L. Refrigeration & Air Conditioning Limited","2018-19","61,910",1,"Northern Ireland","MANUFAC"
"8025","K & G McAtamney","2018-19","690,616",11,"Northern Ireland","MANUFAC"
"8026","C H P Mechanical Services Ltd","2018-19","2,600",1,"Northern Ireland","CONST"
"8027","Exact CNC (NI) Ltd","2018-19","18,300",1,"Northern Ireland","MANUFAC"
"8028","Big Pot Company Limited","2018-19","3,550",1,"Northern Ireland","MANUFAC"
"8029","IPS","2018-19","4,780",1,"Northern Ireland","CONST"
"8030","20/20 Architects","2018-19","7,332",1,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"8031","Almac Group Limited","2018-19","2,588,312",1,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"8032","Calnex Solutions Ltd","2018-19","308,421",1,"Great Britain","INFO&COMMU"
"8033","Concept Services (NI) Ltd","2018-19","360,000",11,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"8034","McAuley Fabrication Limited","2018-19","170,000",6,"Northern Ireland","MANUFAC"
"8035","Liopa Ltd","2018-19","10,000",1,"Northern Ireland","INFO&COMMU"
"8036","CEON Machinery Control Ltd","2018-19","471,104",18,"Northern Ireland","MANUFAC"
"8037","Kraydel Limited","2018-19","10,000",1,"Northern Ireland","INFO&COMMU"
"8038","Trading","2018-19","881,000",12,"Northern Ireland","INFO&COMMU"
"8039","Continually","2018-19","10,000",1,"Northern Ireland","INFO&COMMU"
"8040","Locate a Locum","2018-19","10,000",1,"Northern Ireland","INFO&COMMU"
"8041","Frenstar Limited","2018-19","135,500",3,"Northern Ireland","MANUFAC"
"8042","Vaughan Engineering Group Ltd","2018-19","79,533",1,"Northern Ireland","MANUFAC"
"8043","Davison Canners Limited","2018-19","499,000",7,"Northern Ireland","MANUFAC"
"8044","Hempful Ltd","2018-19","77,100",2,"Northern Ireland","MANUFAC"
"8045","Bloc Blinds","2018-19","540,596",1,"Northern Ireland","MANUFAC"
"8046","mybizfx","2018-19","140,000",5,"Northern Ireland","FINANCIAL&INSURANCE"
"8047","JadeBlok Ltd.","2018-19","20,000",1,"Northern Ireland","OTHERSERVICE"
"8048","Martin Contracting Services Ltd","2018-19","85,392",1,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"8049","FinTrU","2018-19","15,076",1,"Great Britain","FINANCIAL&INSURANCE"
"8050","Stormharvester Limited","2018-19","3,000",1,"Northern Ireland","WATERSUPPLY&SEWERGE"
"8051","Feral Fire & Architectural Glazing Ltd","2018-19","57,376",1,"Northern Ireland","MANUFAC"
"8052","Advanced Electronic Solutions Global Ltd","2018-19","148,500",4,"Northern Ireland","MANUFAC"
"8053","Verona Bridal & Marie Therese Bridal","2018-19","73,000",2,"Northern Ireland","WHOLESALE&RETAIL"
"8054","Vivomed Ltd","2018-19","23,216",1,"Northern Ireland","MANUFAC"
"8055","Henderson Foodservice Limited","2018-19","473,814",1,"Northern Ireland","WHOLESALE&RETAIL"
"8056","Seagate Technology (Ireland)","2018-19","57,392,016",1,"United States Of America","MANUFAC"
"8057","National Building Services","2018-19","100,973",1,"Northern Ireland","CONST"
"8058","Fortress Protec Limited","2018-19","3,450",1,"Northern Ireland","MANUFAC"
"8059","Moran's Retail Ltd","2018-19","3,540",1,"Northern Ireland","ACCOMODATION&FOODSERVICE"
"8060","North West Of Ireland Printing and Publishing Company Limited","2018-19","15,000",1,"Northern Ireland","INFO&COMMU"
"8061","PTG HK Limited","2018-19","66,561",1,"Northern Ireland","WHOLESALE&RETAIL"
"8062","Aerona Software Systems Ltd","2018-19","472,500",7,"Northern Ireland","INFO&COMMU"
"8063","WE DO ART","2018-19","22,400",1,"Northern Ireland","MANUFAC"
"8064","Struct Steel Engineering","2018-19","4,500",1,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"8065","Deli Lites","2018-19","59,474",1,"Northern Ireland","MANUFAC"
"8066","Danske Bank","2018-19","221,006",1,"Denmark","FINANCIAL&INSURANCE"
"8067","McElmeel Mobility Services Limited","2018-19","6,600",1,"Northern Ireland","MANUFAC"
"8068","Connected Care Solutions Ltd","2018-19","141,500",5,"Northern Ireland","INFO&COMMU"
"8069","Hill Engineering Limited","2018-19","63,476",1,"Northern Ireland","MANUFAC"
"8070","Glenavon House Hotel","2018-19","22,505",1,"Northern Ireland","ACCOMODATION&FOODSERVICE"
"8071","Somerville Shopfitting","2018-19","157,000",3,"Northern Ireland","MANUFAC"
"8072","Mash Direct Limited","2018-19","60,956",1,"Northern Ireland","MANUFAC"
"8073","Vanrath","2018-19","51,433",1,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"8074","Irish Food & Beverages Ltd","2018-19","244,500",4,"Northern Ireland","MANUFAC"
"8075","Loyalbe Ltd","2018-19","5,400",1,"Northern Ireland","INFO&COMMU"
"8076","Gilfresh Produce","2018-19","18,000",1,"Northern Ireland","MANUFAC"
"8077","Ruach Music Ltd","2018-19","98,544",1,"Northern Ireland","MANUFAC"
"8078","Ascot Sign Systems","2018-19","9,000",1,"Northern Ireland","MANUFAC"
"8079","Elite Electronic Systems Ltd","2018-19","61,382",1,"Great Britain","MANUFAC"
"8080","Axon Power & Control Ltd","2018-19","49,401",1,"Northern Ireland","MANUFAC"
"8081","Northside Graphics Limited","2018-19","19,995",1,"Northern Ireland","MANUFAC"
"8082","Making Great Leaders Ltd","2018-19","15,500",1,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"8083","Electrical World Limited","2018-19","97,000",1,"Northern Ireland","MANUFAC"
"8084","Kiverco Limited","2018-19","97,200",2,"Northern Ireland","MANUFAC"
"8085","Video First Software Ltd","2018-19","6,300",1,"Northern Ireland","INFO&COMMU"
"8086","Hide and Seek Ltd","2018-19","19,231",1,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"8087","The Boatyard Distillery Ltd","2018-19","3,400",1,"Northern Ireland","MANUFAC"
"8088","Cirdan Imaging Ltd","2018-19","1,500",1,"Northern Ireland","MANUFAC"
"8089","ALF Timber Limited","2018-19","283,000",10,"Northern Ireland","CONST"
"8090","Beyond Signage Ltd","2018-19","355,000",7,"Northern Ireland","MANUFAC"
"8091","Ara Hygiene Ltd","2018-19","55,000",1,"Northern Ireland","MANUFAC"
"8092","Profile Tree","2018-19","9,000",1,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"8093","Rubber & Plastic Products (NI) Ltd","2018-19","17,750",1,"Northern Ireland","MANUFAC"
"8094","Whyte and Wood","2018-19","544,510",7,"Northern Ireland","MANUFAC"
"8095","The Salthouse Hotel","2018-19","760",1,"Northern Ireland","ACCOMODATION&FOODSERVICE"
"8096","Springco (N.I.) Limited","2018-19","581,514",1,"Northern Ireland","MANUFAC"
"8097","Apt Innovations Ltd","2018-19","10,510",1,"Northern Ireland","MANUFAC"
"8098","Grade-All International Ltd","2018-19","101,622",1,"Northern Ireland","MANUFAC"
"8099","Suki Teahouse Limited","2018-19","607,600",11,"Northern Ireland","MANUFAC"
"8100","Rocklyn Engineering Limited","2018-19","55,524",1,"Northern Ireland","MANUFAC"
"8101","Inish Education Technology Ltd","2018-19","15,000",1,"Northern Ireland","INFO&COMMU"
"8102","JRL Brick Slip","2018-19","9,216,760",68,"Great Britain","MANUFAC"
"8103","Makematic Ltd","2018-19","200,000",6,"Northern Ireland","INFO&COMMU"
"8104","Jumpack","2018-19","190,000",5,"Northern Ireland","ART&ENTER&RECREATION"
"8105","Backspindle Games Limited","2018-19","1,280",1,"Northern Ireland","MANUFAC"
"8106","Value Stream Machinery Ltd","2018-19","573,000",9,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"8107","Amberwell Natural Living","2018-19","7,975",1,"Northern Ireland","WHOLESALE&RETAIL"
"8108","Veri","2018-19","162,000",5,"Northern Ireland","INFO&COMMU"
"8109","Gas & Controls Ltd","2018-19","4,500",1,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"8110","Roundwood Engineering Works Limited","2018-19","16,064",1,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"8111","Edgeways","2018-19","124,000",3,"Northern Ireland","INFO&COMMU"
"8112","Grant Thornton (NI) LLP","2018-19","4,100,000",45,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"8113","Countryside Services Limited","2018-19","143,500",3,"Northern Ireland","AGRI&FORESTRY&FISHING"
"8114","Graham","2018-19","94,100",1,"Northern Ireland","CONST"
"8115","Value Stream Machinery Ltd","2018-19","6,000",1,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"8116","Rift Apparel Ltd","2018-19","15,900",1,"Northern Ireland","WHOLESALE&RETAIL"
"8117","Quality Timber Frame Services Ltd","2018-19","4,420",1,"Northern Ireland","CONST"
"8118","G&L Scientific","2018-19","723,500",26,"Great Britain","PROFESSIONAL&SCI&TECH"
"8119","BLK Box","2018-19","30,000",1,"Northern Ireland","ART&ENTER&RECREATION"
"8120","Botanica International Limited","2018-19","50,300",1,"Northern Ireland","MANUFAC"
"8121","Strawhill Estate Spirits Company Ltd","2018-19","342,500",7,"Northern Ireland","MANUFAC"
"8122","KES Group Inc Ltd","2018-19","1,832,600",21,"Northern Ireland","CONST"
"8123","Mourne Craft","2018-19","17,200",1,"Northern Ireland","MANUFAC"
"8124","Kinsetsu","2018-19","121,040",3,"Northern Ireland","INFO&COMMU"
"8125","M. Clarke & Sons Contracts Limited","2018-19","9,000",1,"Northern Ireland","CONST"
"8126","In Your Element Ltd","2018-19","45,077",1,"Northern Ireland","INFO&COMMU"
"8127","WANdisco International Ltd","2018-19","63,395",1,"Great Britain","INFO&COMMU"
"8128","Replify Ltd","2018-19","1,480",1,"Northern Ireland","INFO&COMMU"
"8129","The Talent Spot Ltd","2018-19","20,850",1,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"8130","The Talent Spot Ltd","2018-19","20,250",1,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"8131","Unitek Timber Framed Systems Limited","2018-19","463,000",11,"Northern Ireland","CONST"
"8132","William Clark & Sons Limited","2018-19","25,000",1,"Northern Ireland","MANUFAC"
"8133","Overwatch Research Ltd","2018-19","202,000",7,"Northern Ireland","INFO&COMMU"
"8134","Kelly Flowers","2018-19","37,904",1,"Northern Ireland","WHOLESALE&RETAIL"
"8135","Importwise Ltd","2018-19","226,000",8,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"8136","Imperva","2018-19","14,451,200",99,"United States Of America","INFO&COMMU"
"8137","Concept Services (NI) Ltd","2018-19","9,295",1,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"8138","Etain Limited","2018-19","1,770,000",24,"Northern Ireland","INFO&COMMU"
"8139","Quigg Golden Limited","2018-19","6,184",1,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"8140","M J Kane & Co Accountants Ltd","2018-19","860,000",15,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"8141","Annie's Traditional Food","2018-19","445,000",5,"Northern Ireland","MANUFAC"
"8142","Firefly","2018-19","12,300",1,"Northern Ireland","WHOLESALE&RETAIL"
"8143","Chapman Foods","2018-19","246,200",1,"Northern Ireland","MANUFAC"
"8144","Firefly","2018-19","16,920",1,"Northern Ireland","WHOLESALE&RETAIL"
"8145","Haru Ltd","2018-19","2,595",1,"Northern Ireland","INFO&COMMU"
"8146","KR Annett Handling Solutions","2018-19","14,300",1,"Northern Ireland","MANUFAC"
"8147","SDG Construction Technology Ltd","2018-19","20,299",1,"Northern Ireland","MANUFAC"
"8148","Suki Teahouse Limited","2018-19","46,092",1,"Northern Ireland","MANUFAC"
"8149","Probably Econoliser","2018-19","218,500",4,"Northern Ireland","MANUFAC"
"8150","AF White","2018-19","114,000",3,"Northern Ireland","MANUFAC"
"8151","Funds-Axis Limited","2018-19","15,275",1,"Northern Ireland","FINANCIAL&INSURANCE"
"8152","Amberwell Natural Living","2018-19","1,560",1,"Northern Ireland","WHOLESALE&RETAIL"
"8153","CCP Gransden Ltd","2018-19","87,186",1,"Northern Ireland","MANUFAC"
"8154","Rubber & Plastic Products (NI) Ltd","2018-19","462,333",10,"Northern Ireland","MANUFAC"
"8155","Etain Limited","2018-19","1,625",1,"Northern Ireland","INFO&COMMU"
"8156","SaltDNA.com","2018-19","15,000",1,"Northern Ireland","INFO&COMMU"
"8157","Cherry Pipes Limited","2018-19","706,640",10,"Northern Ireland","MANUFAC"
"8158","Schrader Electronics Limited","2018-19","4,646,438",1,"United States of America","MANUFAC"
"8159","Beam Vacuum Systems Limited","2018-19","17,000",1,"Northern Ireland","CONST"
"8160","Schrader Electronics Limited","2018-19","4,731,634",1,"United States of America","MANUFAC"
"8161","The Robot Exchange","2018-19","540,427",8,"Great Britain","ADMIN&SUPPORTSERVICE"
"8162","Validaid","2018-19","10,000",1,"Northern Ireland","INFO&COMMU"
"8163","Ardour Life Limited","2018-19","17,100",1,"Northern Ireland","MANUFAC"
"8164","Wave and Wake Ltd","2018-19","23,550",1,"Northern Ireland","WHOLESALE&RETAIL"
"8165","The Skunk Works Surfboard Company","2018-19","4,500",1,"Northern Ireland","MANUFAC"
"8166","Eliza Grace Limited","2018-19","2,469",1,"Northern Ireland","MANUFAC"
"8167","Rentpro Ltd","2018-19","1,730",1,"Northern Ireland","INFO&COMMU"
"8168","Killeavy Castle Ltd","2018-19","57,869",1,"Northern Ireland","ACCOMODATION&FOODSERVICE"
"8169","Name cannot be released","2018-19","354,200",8,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"8170","Name cannot be released","2018-19","70,400",2,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"8171","Lowe Rental Ltd","2018-19","71,670",1,"Great Britain","ADMIN&SUPPORTSERVICE"
"8172","Three Lines Blade Cues Limited","2018-19","15,340",1,"Great Britain","EDUC"
"8173","Environmental Fabrications Limited","2018-19","3,000",1,"Northern Ireland","MANUFAC"
"8174","Greentown Environmental ","2018-19","4,250",1,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"8175","M Donnelly Electrical Ltd","2018-19","2,815",1,"Northern Ireland","CONST"
